numerai_ticker,iex_ticker
CBRL US,CBRL
CR US,CR
OMF US,OMF
CCK US,CCK
CFR US,CFR
CMI US,CMI
CW US,CW
WEN US,WEN
DAN US,DAN
DHR US,DHR
TGT US,TGT
DE US,DE
DAL US,DAL
DLX US,DLX
DTE US,DTE
ATGE US,ATGE
DBD US,DBD
DDS US,DDS
DIOD US,DIOD
DIS US,DIS
DG US,DG
D US,D
DCI US,DCI
DOV US,DOV
DD US,DD
OMC US,OMC
DCO US,DCO
DUK US,DUK
DNB US,DNB
FLS US,FLS
DY US,DY
PKI US,PKI
ETN US,ETN
ECL US,ECL
EMR US,EMR
ATO US,ATO
EFX US,EFX
EQT US,EQT
EXPD US,EXPD
BOOM US,BOOM
IIIN US,IIIN
XOM US,XOM
FMC US,FMC
NEE US,NEE
FDX US,FDX
FSS US,FSS
M US,M
FOE US,FOE
FITB US,FITB
RF US,RF
TRMK US,TRMK
MTB US,MTB
USB US,USB
FHN US,FHN
FLO US,FLO
FLR US,FLR
F US,F
FELE US,FELE
BEN US,BEN
FUL US,FUL
GATX US,GATX
AJG US,AJG
TGNA US,TGNA
GPS US,GPS
AJRD US,AJRD
GD US,GD
GE US,GE
GIS US,GIS
ALLY US,ALLY
GM US,GM
SPXC US,SPXC
GCO US,GCO
GNTX US,GNTX
GPC US,GPC
GT US,GT
GRA US,GRA
GGG US,GGG
GWW US,GWW
GTN US,GTN
GEF US,GEF
MGI US,MGI
HAL US,HAL
LHX US,LHX
HSC US,HSC
HAS US,HAS
HVT US,HVT
HE US,HE
HCSG US,HCSG
STRL US,STRL
HL US,HL
HEI US,HEI
KHC US,KHC
HELE US,HELE
HP US,HP
HSY US,HSY
HPQ US,HPQ
HXL US,HXL
HRC US,HRC
HLT US,HLT
HFC US,HFC
HD US,HD
HNI US,HNI
HRL US,HRL
CNP US,CNP
HUBB US,HUBB
JBHT US,JBHT
HBAN US,HBAN
ITT US,ITT
IDA US,IDA
ITW US,ITW
TT US,TT
RYI US,RYI
GFF US,GFF
INTC US,INTC
INS US,INS
TILE US,TILE
IBM US,IBM
IFF US,IFF
IDCC US,IDCC
IP US,IP
IPG US,IPG
J US,J
EME US,EME
JNJ US,JNJ
JCI US,JCI
KLAC US,KLAC
KMI US,KMI
KAMN US,KAMN
KSU US,KSU
EVRG US,EVRG
K US,K
KELYA US,KELYA
KMT US,KMT
KBAL US,KBAL
KMB US,KMB
KEX US,KEX
KR US,KR
KLIC US,KLIC
LZB US,LZB
SR US,SR
LRCX US,LRCX
LANC US,LANC
LEG US,LEG
LEN US,LEN
LLY US,LLY
BBWI US,BBWI
LECO US,LECO
LNC US,LNC
LMT US,LMT
RRC US,RRC
LPX US,LPX
LOW US,LOW
MDC US,MDC
MDU US,MDU
MTW US,MTW
MRO US,MRO
MCS US,MCS
MMC US,MMC
MAS US,MAS
MAT US,MAT
MKC US,MKC
MCD US,MCD
MGRC US,MGRC
SPGI US,SPGI
MCK US,MCK
MDT US,MDT
CVS US,CVS
MRK US,MRK
MDP US,MDP
MLAB US,MLAB
MEI US,MEI
MU US,MU
ETR US,ETR
MSEX US,MSEX
MLHR US,MLHR
MSA US,MSA
MMM US,MMM
ALE US,ALE
MOD US,MOD
QDEL US,QDEL
MOG/A US,MOG/A
MSI US,MSI
MUR US,MUR
MYE US,MYE
VTRS US,VTRS
BAC US,BAC
NCR US,NCR
NSSC US,NSSC
NFG US,NFG
THC US,THC
NJR US,NJR
NYT US,NYT
NWL US,NWL
NEM US,NEM
NR US,NR
NKE US,NKE
NDSN US,NDSN
JWN US,JWN
NSC US,NSC
ES US,ES
NI US,NI
XEL US,XEL
NTRS US,NTRS
NOC US,NOC
TEX US,TEX
NWN US,NWN
NWE US,NWE
WFC US,WFC
NUE US,NUE
OXY US,OXY
OII US,OII
ITI US,ITI
FE US,FE
OGE US,OGE
OLN US,OLN
OKE US,OKE
OTTR US,OTTR
OMI US,OMI
OC US,OC
OI US,OI
OXM US,OXM
PNC US,PNC
PPG US,PPG
PCAR US,PCAR
PCG US,PCG
SRE US,SRE
PAR US,PAR
PH US,PH
PATK US,PATK
PAYX US,PAYX
PVAC US,PVAC
PPL US,PPL
PNR US,PNR
PEP US,PEP
TPC US,TPC
PDCE US,PDCE
PFE US,PFE
EXC US,EXC
WTRG US,WTRG
MO US,MO
COP US,COP
PVH US,PVH
AGYS US,AGYS
PIPR US,PIPR
PBI US,PBI
POLY US,POLY
POWL US,POWL
PG US,PG
PNM US,PNM
PEG US,PEG
PHM US,PHM
AGX US,AGX
KWR US,KWR
NXGN US,NXGN
QMCO US,QMCO
RJF US,RJF
RES US,RES
RPM US,RPM
RAVN US,RAVN
RBC US,RBC
RGS US,RGS
AN US,AN
RAD US,RAD
ROK US,ROK
ROG US,ROG
ROL US,ROL
ROST US,ROST
RGLD US,RGLD
R US,R
SEIC US,SEIC
SJW US,SJW
SLB US,SLB
APPS US,APPS
SEE US,SEE
SMTC US,SMTC
SCI US,SCI
SHEN US,SHEN
SHW US,SHW
AOS US,AOS
SJM US,SJM
SNA US,SNA
KEY US,KEY
SON US,SON
SJI US,SJI
EIX US,EIX
AWR US,AWR
SO US,SO
LUV US,LUV
SWX US,SWX
T US,T
SWN US,SWN
SHYF US,SHYF
STAA US,STAA
SMP US,SMP
SXI US,SXI
SWK US,SWK
STT US,STT
SCL US,SCL
SYK US,SYK
NAVI US,NAVI
RGR US,RGR
SYY US,SYY
ATI US,ATI
TFX US,TFX
TDS US,TDS
TNC US,TNC
TEN US,TEN
TER US,TER
TXN US,TXN
TXT US,TXT
TMO US,TMO
THO US,THO
TDW US,TDW
SIX US,SIX
TKR US,TKR
GL US,GL
TTC US,TTC
TRNS US,TRNS
TRN US,TRN
TYL US,TYL
TSN US,TSN
UAL US,UAL
UGI US,UGI
UFI US,UFI
UNF US,UNF
AEE US,AEE
UNP US,UNP
UNH US,UNH
UMBF US,UMBF
UPS US,UPS
RTX US,RTX
SGMS US,SGMS
UTL US,UTL
SXT US,SXT
UHS US,UHS
VFC US,VFC
VSEC US,VSEC
VMI US,VMI
VECO US,VECO
VSH US,VSH
VMC US,VMC
WDFC US,WDFC
WMT US,WMT
WBA US,WBA
AVA US,AVA
WSO US,WSO
WST US,WST
WDC US,WDC
WHR US,WHR
WMB US,WMB
WSM US,WSM
WGO US,WGO
WEC US,WEC
LNT US,LNT
WWW US,WWW
WWD US,WWD
FL US,FL
WOR US,WOR
XRX US,XRX
YELL US,YELL
YORW US,YORW
SPB US,SPB
TJX US,TJX
ZION US,ZION
OSK US,OSK
QLYS US,QLYS
SF US,SF
OVV US,OVV
LCII US,LCII
JKHY US,JKHY
ASB US,ASB
NMIH US,NMIH
TFC US,TFC
VLY US,VLY
FMBI US,FMBI
RBB US,RBB
BIG US,BIG
MS US,MS
TROW US,TROW
MSFT US,MSFT
ORCL US,ORCL
COTY US,COTY
RGEN US,RGEN
ASTE US,ASTE
WERN US,WERN
AMWD US,AMWD
HOG US,HOG
SKYW US,SKYW
TOL US,TOL
POR US,POR
IT US,IT
WTS US,WTS
NVR US,NVR
INT US,INT
CLFD US,CLFD
ATUS US,ATUS
ADBE US,ADBE
EHC US,EHC
CNO US,CNO
MRTN US,MRTN
FISV US,FISV
KBH US,KBH
UNM US,UNM
PPC US,PPC
JJSF US,JJSF
HTLD US,HTLD
CERN US,CERN
ICAD US,ICAD
MKL US,MKL
OSUR US,OSUR
PLXS US,PLXS
SNV US,SNV
RDNT US,RDNT
JACK US,JACK
PLAB US,PLAB
SAFM US,SAFM
PGR US,PGR
RLI US,RLI
CDNS US,CDNS
BRY US,BRY
CCL US,CCL
MBI US,MBI
MIDD US,MIDD
CRMT US,CRMT
ABMD US,ABMD
CNMD US,CNMD
XRAY US,XRAY
VIAC US,VIAC
ZTS US,ZTS
HRTX US,HRTX
FICO US,FICO
COOP US,COOP
VGR US,VGR
SCHW US,SCHW
CLH US,CLH
AIN US,AIN
MITK US,MITK
FULT US,FULT
BXS US,BXS
FAST US,FAST
WABC US,WABC
MXIM US,MXIM
HLF US,HLF
FRC US,FRC
APH US,APH
IPAR US,IPAR
PII US,PII
ICPT US,ICPT
PXD US,PXD
USM US,USM
MAN US,MAN
MGM US,MGM
WM US,WM
DELL US,DELL
SSP US,SSP
IIVI US,IIVI
FCX US,FCX
CDMO US,CDMO
ODP US,ODP
MTH US,MTH
ARCH US,ARCH
WRB US,WRB
CINF US,CINF
ORI US,ORI
MGPI US,MGPI
DDD US,DDD
DVN US,DVN
LNN US,LNN
LH US,LH
WDAY US,WDAY
CPE US,CPE
SRCE US,SRCE
VLO US,VLO
TRS US,TRS
IEX US,IEX
ARGO US,ARGO
TECH US,TECH
BRO US,BRO
AMBA US,AMBA
HGEN US,HGEN
SIG US,SIG
PRTK US,PRTK
NLOK US,NLOK
SPWH US,SPWH
ABBV US,ABBV
APAM US,APAM
CGNX US,CGNX
PBCT US,PBCT
ENTA US,ENTA
VOYA US,VOYA
CRUS US,CRUS
NEOG US,NEOG
LEA US,LEA
EOG US,EOG
BCC US,BCC
ZIXI US,ZIXI
SFBS US,SFBS
LSCC US,LSCC
TMHC US,TMHC
BMTC US,BMTC
CPF US,CPF
DGII US,DGII
EA US,EA
HMHC US,HMHC
PRTA US,PRTA
FBNC US,FBNC
CHCO US,CHCO
CBU US,CBU
GBCI US,GBCI
FRME US,FRME
TVTX US,TVTX
INDB US,INDB
IBCP US,IBCP
FUBO US,FUBO
LSXMK US,LSXMK
XONE US,XONE
ONB US,ONB
IMGN US,IMGN
PEBO US,PEBO
SIGI US,SIGI
SIVB US,SIVB
WSFS US,WSFS
WAFD US,WAFD
WBS US,WBS
WSBC US,WSBC
SBCF US,SBCF
FFBC US,FFBC
BLFS US,BLFS
TALO US,TALO
TMP US,TMP
UBSI US,UBSI
UFCS US,UFCS
NVEE US,NVEE
PFSI US,PFSI
IBTX US,IBTX
DRIO US,DRIO
CMRX US,CMRX
MODN US,MODN
RBNC US,RBNC
TSC US,TSC
CNOB US,CNOB
EPZM US,EPZM
ECOM US,ECOM
TMUS US,TMUS
NCBS US,NCBS
IQV US,IQV
SFM US,SFM
FI US,FI
CSTM US,CSTM
BLUE US,BLUE
CCS US,CCS
NSTG US,NSTG
COMM US,COMM
NWSA US,NWSA
NDLS US,NDLS
FNB US,FNB
AGIO US,AGIO
FCF US,FCF
THFF US,THFF
CWEN US,CWEN
SC US,SC
FLIC US,FLIC
USFD US,USFD
PGEN US,PGEN
FOXF US,FOXF
BUSE US,BUSE
AR US,AR
FEYE US,FEYE
MUSA US,MUSA
XLRN US,XLRN
HBNC US,HBNC
CHGG US,CHGG
BNFT US,BNFT
FATE US,FATE
ISEE US,ISEE
RMAX US,RMAX
PINC US,PINC
GLOB US,GLOB
LGIH US,LGIH
RNG US,RNG
MGNX US,MGNX
BURL US,BURL
SAIC US,SAIC
VEEV US,VEEV
PTC US,PTC
LKFN US,LKFN
ESNT US,ESNT
AERI US,AERI
TCS US,TCS
WIX US,WIX
TWTR US,TWTR
EXPI US,EXPI
AMRX US,AMRX
TNDM US,TNDM
TRVN US,TRVN
KPTI US,KPTI
XNCR US,XNCR
VCYT US,VCYT
STKS US,STKS
MMI US,MMI
VRNS US,VRNS
CWH US,CWH
NBTB US,NBTB
RARE US,RARE
OSBC US,OSBC
CARA US,CARA
TACO US,TACO
INGN US,INGN
PRK US,PRK
SFNC US,SFNC
MBUU US,MBUU
DENN US,DENN
GIII US,GIII
ITCI US,ITCI
GSBC US,GSBC
SESN US,SESN
DRNA US,DRNA
RVNC US,RVNC
FLXN US,FLXN
IBP US,IBP
OGS US,OGS
KN US,KN
STBA US,STBA
LE US,LE
CBAY US,CBAY
HEAR US,HEAR
LC US,LC
SABR US,SABR
AUB US,AUB
NLTX US,NLTX
PCTY US,PCTY
QUOT US,QUOT
MGNI US,MGNI
CSLT US,CSLT
EGRX US,EGRX
RMNI US,RMNI
UVSP US,UVSP
AKBA US,AKBA
WASH US,WASH
QTWO US,QTWO
TWOU US,TWOU
FIVN US,FIVN
MC US,MC
MEDP US,MEDP
TMST US,TMST
ALDX US,ALDX
CVBF US,CVBF
BOX US,BOX
TMX US,TMX
PAHC US,PAHC
PAYC US,PAYC
WMS US,WMS
QTNT US,QTNT
SMG US,SMG
CTLT US,CTLT
ZEN US,ZEN
KEYS US,KEYS
TBPH US,TBPH
DNOW US,DNOW
LOB US,LOB
PRMW US,PRMW
ARES US,ARES
OEC US,OEC
HRTG US,HRTG
SLM US,SLM
RYAM US,RYAM
TRUE US,TRUE
COG US,COG
MRNS US,MRNS
DMTK US,DMTK
GPRO US,GPRO
ARDX US,ARDX
SNDX US,SNDX
DEN US,DEN
AMPH US,AMPH
VEC US,VEC
FFWM US,FFWM
SYF US,SYF
DOOR US,DOOR
RLMD US,RLMD
ANET US,ANET
CSCO US,CSCO
HQY US,HQY
HOLX US,HOLX
TRUP US,TRUP
SAGE US,SAGE
CNNE US,CNNE
ATEX US,ATEX
LNTH US,LNTH
XENT US,XENT
ATRA US,ATRA
OCUL US,OCUL
ADVM US,ADVM
VKTX US,VKTX
AKTS US,AKTS
AXDX US,AXDX
LOCO US,LOCO
NBEV US,NBEV
LBRDK US,LBRDK
TTI US,TTI
VICR US,VICR
AVNS US,AVNS
LSTR US,LSTR
KMPR US,KMPR
UNVR US,UNVR
W US,W
AAON US,AAON
CIVB US,CIVB
RYTM US,RYTM
GWB US,GWB
VBTX US,VBTX
AFMD US,AFMD
CDK US,CDK
MMSI US,MMSI
FRPT US,FRPT
CZR US,CZR
TBK US,TBK
CFG US,CFG
CHRS US,CHRS
HUBS US,HUBS
BOOT US,BOOT
FGEN US,FGEN
NVRO US,NVRO
WK US,WK
SIEN US,SIEN
SYNH US,SYNH
UPLD US,UPLD
GRBK US,GRBK
JYNT US,JYNT
AXTA US,AXTA
FND US,FND
NEWR US,NEWR
TBI US,TBI
HCA US,HCA
XLNX US,XLNX
CURO US,CURO
PARR US,PARR
GMS US,GMS
SUM US,SUM
VSTO US,VSTO
ESTE US,ESTE
SHAK US,SHAK
INOV US,INOV
SYBT US,SYBT
CC US,CC
TRMB US,TRMB
VERU US,VERU
NVTA US,NVTA
EXPO US,EXPO
GDDY US,GDDY
ENR US,ENR
BHE US,BHE
FRTA US,FRTA
VRAY US,VRAY
BLBD US,BLBD
MTRX US,MTRX
ESE US,ESE
CABO US,CABO
ETSY US,ETSY
BLD US,BLD
PJT US,PJT
LITE US,LITE
ETH US,ETH
BPMC US,BPMC
VIRT US,VIRT
OPRX US,OPRX
CVA US,CVA
CATY US,CATY
CDAY US,CDAY
COLL US,COLL
ALTA US,ALTA
PAVM US,PAVM
CYH US,CYH
DORM US,DORM
AZO US,AZO
REGN US,REGN
EVH US,EVH
WING US,WING
BW US,BW
X US,X
GKOS US,GKOS
HAE US,HAE
IONS US,IONS
APPF US,APPF
OLLI US,OLLI
ALRM US,ALRM
FCFS US,FCFS
DBI US,DBI
NTRA US,NTRA
MCRB US,MCRB
IDXX US,IDXX
AES US,AES
HWC US,HWC
STFC US,STFC
TDOC US,TDOC
DIN US,DIN
KALU US,KALU
ALKS US,ALKS
MNST US,MNST
VRTX US,VRTX
MNRO US,MNRO
LIND US,LIND
PRGS US,PRGS
MTG US,MTG
TVTY US,TVTY
ZBRA US,ZBRA
EZPW US,EZPW
PRA US,PRA
BOKF US,BOKF
SPNE US,SPNE
FIZZ US,FIZZ
BIIB US,BIIB
MSGS US,MSGS
RPD US,RPD
OOMA US,OOMA
DSKE US,DSKE
AGLE US,AGLE
FLOW US,FLOW
PYPL US,PYPL
ODFL US,ODFL
TRU US,TRU
HMN US,HMN
WNC US,WNC
LILAK US,LILAK
WRLD US,WRLD
WETF US,WETF
PRGO US,PRGO
TTEK US,TTEK
AMSC US,AMSC
QCOM US,QCOM
GILD US,GILD
PLNT US,PLNT
MSON US,MSON
RUN US,RUN
MCFT US,MCFT
ROP US,ROP
SNPS US,SNPS
ELY US,ELY
LCTX US,LCTX
ICUI US,ICUI
MHK US,MHK
CNR US,CNR
KOPN US,KOPN
RNST US,RNST
AGCO US,AGCO
HLI US,HLI
BKE US,BKE
OLED US,OLED
BSX US,BSX
KSS US,KSS
VBIV US,VBIV
STE US,STE
USPH US,USPH
BBBY US,BBBY
CACC US,CACC
DHI US,DHI
GBT US,GBT
COLB US,COLB
GPK US,GPK
TWNK US,TWNK
FCEL US,FCEL
SBUX US,SBUX
CENTA US,CENTA
WIRE US,WIRE
KW US,KW
CAKE US,CAKE
LFUS US,LFUS
ASGN US,ASGN
PSTG US,PSTG
MTX US,MTX
PDCO US,PDCO
SITE US,SITE
RDN US,RDN
SGRY US,SGRY
ACRS US,ACRS
KAI US,KAI
LGND US,LGND
GTLS US,GTLS
SM US,SM
MTCH US,MTCH
KURA US,KURA
CTMX US,CTMX
NVCR US,NVCR
RGNX US,RGNX
PEN US,PEN
CERC US,CERC
HPE US,HPE
ANAB US,ANAB
BRP US,BRP
LAZY US,LAZY
ABTX US,ABTX
DLTH US,DLTH
WVE US,WVE
EQBK US,EQBK
AXSM US,AXSM
APLS US,APLS
RRR US,RRR
SQ US,SQ
MIME US,MIME
TEAM US,TEAM
WBT US,WBT
RMR US,RMR
FTV US,FTV
AGR US,AGR
OCX US,OCX
SCWX US,SCWX
NTNX US,NTNX
HRI US,HRI
TRHC US,TRHC
GCP US,GCP
OTLK US,OTLK
TCMD US,TCMD
CDEV US,CDEV
EDIT US,EDIT
RETA US,RETA
EIGR US,EIGR
NGVT US,NGVT
NTLA US,NTLA
BATRK US,BATRK
FWONK US,FWONK
BALY US,BALY
ADNT US,ADNT
SELB US,SELB
TWLO US,TWLO
VVV US,VVV
JELD US,JELD
SYRS US,SYRS
HGV US,HGV
KDMN US,KDMN
KIDS US,KIDS
TPIC US,TPIC
GOLF US,GOLF
SMPL US,SMPL
HONE US,HONE
AA US,AA
KNSL US,KNSL
YETI US,YETI
FHB US,FHB
PTGX US,PTGX
INSW US,INSW
MDGL US,MDGL
NLS US,NLS
RCKY US,RCKY
CREE US,CREE
DFIN US,DFIN
LIVN US,LIVN
CRY US,CRY
UEIC US,UEIC
FBK US,FBK
EVBG US,EVBG
TTD US,TTD
ELF US,ELF
HUM US,HUM
AVID US,AVID
INTU US,INTU
SCVL US,SCVL
CSTR US,CSTR
MCHP US,MCHP
BOMN US,BOMN
CHS US,CHS
FLGT US,FLGT
BANF US,BANF
CB US,CB
DZSI US,DZSI
COUP US,COUP
SANM US,SANM
TCBK US,TCBK
ATR US,ATR
ORLY US,ORLY
RCL US,RCL
HWM US,HWM
AVNT US,AVNT
JBL US,JBL
RGA US,RGA
GABC US,GABC
CDW US,CDW
ALL US,ALL
IRTC US,IRTC
LGF/A US,LGF/A
OFIX US,OFIX
SPNS US,SPNS
PZZA US,PZZA
THRM US,THRM
BL US,BL
YUMC US,YUMC
GRWG US,GRWG
BCO US,BCO
MCRI US,MCRI
CNDT US,CNDT
BWA US,BWA
FLL US,FLL
SPTN US,SPTN
PFGC US,PFGC
LW US,LW
ARWR US,ARWR
CASH US,CASH
KDP US,KDP
MAR US,MAR
BDC US,BDC
QCRH US,QCRH
VREX US,VREX
BYD US,BYD
DECK US,DECK
ALBO US,ALBO
COST US,COST
FFIN US,FFIN
PTEN US,PTEN
INCY US,INCY
ROCK US,ROCK
ITRI US,ITRI
URBN US,URBN
CNTY US,CNTY
CARS US,CARS
UFPI US,UFPI
ICHR US,ICHR
FWRD US,FWRD
BYSI US,BYSI
VIAV US,VIAV
KALV US,KALV
NYCB US,NYCB
CASA US,CASA
SHOO US,SHOO
EMN US,EMN
UFPT US,UFPT
LNG US,LNG
MED US,MED
NEX US,NEX
HAIN US,HAIN
WTTR US,WTTR
JNCE US,JNCE
DSPG US,DSPG
MLM US,MLM
TSCO US,TSCO
ALB US,ALB
BZH US,BZH
IVZ US,IVZ
WRK US,WRK
BCRX US,BCRX
NNBR US,NNBR
CPRT US,CPRT
SCSC US,SCSC
MPAA US,MPAA
FMBH US,FMBH
EXP US,EXP
AEO US,AEO
HLNE US,HLNE
IR US,IR
NKTR US,NKTR
PUMP US,PUMP
ABCB US,ABCB
TELL US,TELL
PENN US,PENN
SSD US,SSD
REKR US,REKR
LBRT US,LBRT
HCC US,HCC
FDP US,FDP
GBX US,GBX
SOI US,SOI
ARD US,ARD
ADTN US,ADTN
AMED US,AMED
YEXT US,YEXT
DAR US,DAR
AYX US,AYX
SIRI US,SIRI
RS US,RS
OKTA US,OKTA
KNX US,KNX
AZPN US,AZPN
CVLG US,CVLG
NWBI US,NWBI
CADE US,CADE
COF US,COF
CVNA US,CVNA
CLDR US,CLDR
URGN US,URGN
VERI US,VERI
BHVN US,BHVN
AM US,AM
APPN US,APPN
ALT US,ALT
MGY US,MGY
GTHX US,GTHX
FOCS US,FOCS
HAFC US,HAFC
AGS US,AGS
NSIT US,NSIT
SSTI US,SSTI
RCII US,RCII
WOW US,WOW
BRKS US,BRKS
SGH US,SGH
ACIW US,ACIW
BY US,BY
DLTR US,DLTR
NATI US,NATI
MRSN US,MRSN
ABC US,ABC
CBZ US,CBZ
BMRC US,BMRC
BHF US,BHF
ADV US,ADV
HLIT US,HLIT
DRI US,DRI
RMD US,RMD
BBCP US,BBCP
RDFN US,RDFN
BKR US,BKR
PETQ US,PETQ
ALPN US,ALPN
MTEM US,MTEM
ECVT US,ECVT
CSSE US,CSSE
MBIO US,MBIO
KRYS US,KRYS
CEIX US,CEIX
ROKU US,ROKU
DCPH US,DCPH
SWCH US,SWCH
SPRO US,SPRO
MDB US,MDB
FNKO US,FNKO
ALTR US,ALTR
CARG US,CARG
PACK US,PACK
BAND US,BAND
EYE US,EYE
OSW US,OSW
AQUA US,AQUA
MBIN US,MBIN
SAIL US,SAIL
CUE US,CUE
SFIX US,SFIX
ARCT US,ARCT
NMRK US,NMRK
EQH US,EQH
WSC US,WSC
DNLI US,DNLI
QTRX US,QTRX
AVYA US,AVYA
VMD US,VMD
GTES US,GTES
SLDB US,SLDB
RCKT US,RCKT
EOLS US,EOLS
ADT US,ADT
CDLX US,CDLX
WHD US,WHD
BTAI US,BTAI
ZS US,ZS
NMTR US,NMTR
CLBK US,CLBK
PRPL US,PRPL
STEP US,STEP
RCUS US,RCUS
DBX US,DBX
SPOT US,SPOT
ZUO US,ZUO
FIXX US,FIXX
WH US,WH
SURF US,SURF
SMAR US,SMAR
IEA US,IEA
DOCU US,DOCU
CHX US,CHX
LASR US,LASR
GSHD US,GSHD
ROAD US,ROAD
LOVE US,LOVE
INSP US,INSP
EVLO US,EVLO
SRRK US,SRRK
KNSA US,KNSA
OBNK US,OBNK
MGTA US,MGTA
GSKY US,GSKY
EVOP US,EVOP
MGTX US,MGTX
USX US,USX
TBIO US,TBIO
DOMO US,DOMO
AVLR US,AVLR
HYRE US,HYRE
BV US,BV
IIIV US,IIIV
SKY US,SKY
AVRO US,AVRO
BE US,BE
RPAY US,RPAY
EVER US,EVER
STIM US,STIM
BJ US,BJ
REPL US,REPL
RUBY US,RUBY
ALLK US,ALLK
CRNX US,CRNX
IAA US,IAA
PRVB US,PRVB
TENB US,TENB
ARLO US,ARLO
SONO US,SONO
CWK US,CWK
IMXI US,IMXI
FTDR US,FTDR
ELAN US,ELAN
MESA US,MESA
AMTB US,AMTB
CRK US,CRK
FLMN US,FLMN
LTHM US,LTHM
REZI US,REZI
STRO US,STRO
EB US,EB
ARVN US,ARVN
GRTS US,GRTS
UPWK US,UPWK
GH US,GH
KOD US,KOD
YMAB US,YMAB
MNTV US,MNTV
ALLO US,ALLO
CBNK US,CBNK
SIBN US,SIBN
NGM US,NGM
PLAN US,PLAN
TWST US,TWST
ESTC US,ESTC
UTZ US,UTZ
VRRM US,VRRM
STNE US,STNE
VAPO US,VAPO
AMK US,AMK
ETRN US,ETRN
AXNX US,AXNX
MRNA US,MRNA
ALTM US,ALTM
NFE US,NFE
DOW US,DOW
SI US,SI
BYND US,BYND
RVLV US,RVLV
ORGO US,ORGO
GOSS US,GOSS
HARP US,HARP
TCRR US,TCRR
PSTX US,PSTX
ALEC US,ALEC
FOXA US,FOXA
KLDO US,KLDO
SEEL US,SEEL
CVET US,CVET
SOLY US,SOLY
SWAV US,SWAV
LYFT US,LYFT
SILK US,SILK
DTIL US,DTIL
TW US,TW
PLMR US,PLMR
CHNG US,CHNG
PD US,PD
MNRL US,MNRL
ZM US,ZM
TPTX US,TPTX
PINS US,PINS
HOOK US,HOOK
KTB US,KTB
FREE US,FREE
TMDX US,TMDX
AVTR US,AVTR
UBER US,UBER
APLT US,APLT
MEC US,MEC
CRTX US,CRTX
FSLY US,FSLY
IDYA US,IDYA
CDAK US,CDAK
PSN US,PSN
CTVA US,CTVA
CRWD US,CRWD
ATER US,ATER
CLVT US,CLVT
PSNL US,PSNL
STOK US,STOK
BBIO US,BBIO
AKRO US,AKRO
BCEL US,BCEL
ADPT US,ADPT
MORF US,MORF
REAL US,REAL
KRTX US,KRTX
INBX US,INBX
ONCT US,ONCT
CMBM US,CMBM
MDLA US,MDLA
MIRM US,MIRM
FULC US,FULC
PHR US,PHR
HCAT US,HCAT
NOVA US,NOVA
CSTL US,CSTL
KRUS US,KRUS
RAPT US,RAPT
DT US,DT
ONEW US,ONEW
CFB US,CFB
OPRT US,OPRT
NVST US,NVST
OPCH US,OPCH
SWTX US,SWTX
NET US,NET
CRNC US,CRNC
PING US,PING
DDOG US,DDOG
PTON US,PTON
VIR US,VIR
IGMS US,IGMS
TXG US,TXG
PNTG US,PNTG
FREQ US,FREQ
BRBR US,BRBR
PGNY US,PGNY
BEAM US,BEAM
PHAT US,PHAT
ETNB US,ETNB
SITM US,SITM
SPCE US,SPCE
AHCO US,AHCO
BILL US,BILL
REYN US,REYN
SPT US,SPT
ARNC US,ARNC
IMVT US,IMVT
ONEM US,ONEM
ARQT US,ARQT
PPD US,PPD
CSPR US,CSPR
SDGR US,SDGR
BDTX US,BDTX
RVMD US,RVMD
PASG US,PASG
VRT US,VRT
PAE US,PAE
OTIS US,OTIS
CARR US,CARR
AZEK US,AZEK
VNT US,VNT
ALTG US,ALTG
SLQT US,SLQT
NARI US,NARI
LUNG US,LUNG
ACCD US,ACCD
ORIC US,ORIC
GDYN US,GDYN
ETWO US,ETWO
ZNTL US,ZNTL
MSGE US,MSGE
KROS US,KROS
DKNG US,DKNG
PLRX US,PLRX
RNA US,RNA
RPRX US,RPRX
FOUR US,FOUR
AMTI US,AMTI
VRM US,VRM
ATCX US,ATCX
ACEL US,ACEL
FMTX US,FMTX
AKUS US,AKUS
LPRO US,LPRO
GBIO US,GBIO
PCVX US,PCVX
FBRX US,FBRX
EBC US,EBC
GOCO US,GOCO
TIG US,TIG
RXT US,RXT
NKTX US,NKTX
BLI US,BLI
RLAY US,RLAY
ITOS US,ITOS
IAC US,IAC
LMND US,LMND
ALXO US,ALXO
NCNO US,NCNO
JAMF US,JAMF
MEG US,MEG
RKT US,RKT
VITL US,VITL
OSH US,OSH
BIGC US,BIGC
AFIB US,AFIB
NRIX US,NRIX
ANNX US,ANNX
INZY US,INZY
DCT US,DCT
BEPC US,BEPC
KYMR US,KYMR
AOUT US,AOUT
OM US,OM
SUMO US,SUMO
U US,U
PLTR US,PLTR
DYN US,DYN
ATHA US,ATHA
FROG US,FROG
COGT US,COGT
AMWL US,AMWL
ASAN US,ASAN
PTVE US,PTVE
LSF US,LSF
TSHA US,TSHA
AVO US,AVO
PMVP US,PMVP
ASO US,ASO
PRLD US,PRLD
BSY US,BSY
EAR US,EAR
CCCC US,CCCC
ONCR US,ONCR
ALGS US,ALGS
CRSR US,CRSR
KRON US,KRON
STTK US,STTK
MAX US,MAX
KDNY US,KDNY
MCFE US,MCFE
PRAX US,PRAX
MPLN US,MPLN
ARRY US,ARRY
